Compound_name,smiles,Molecular_Formula,CAS,InChI_Key,InChI,PubChemID,ID,aliphatic_carboxylic_acids,aliphatic_hydroxyl_groups,aliphatic_hydroxyl_groups_excluding_tert-OH,N_functional_groups_attached_to_aromatics,Aromatic_carboxylic_acide,aromatic_nitrogens,aromatic_amines,aromatic_hydroxyl_groups,carboxylic_acids,carbonyl_O,"carbonyl_O,_excluding_COOH",thiocarbonyl,C(OH)CCN-Ctert-alkyl_or_C(OH)CCNcyclic,Imines,Tertiary_amines,Secondary_amines,Primary_amines,hydroxylamine_groups,XCCNR_groups,"tert-alicyclic_amines_(no_heteroatoms,_not_quinine-like_bridged_N)",H-pyrrole_nitrogens,thiol_groups,aldehydes,alkyl_carbamates_(subject_to_hydrolysis),alkyl_halides,allylic_oxidation_sites_excluding_steroid_dienone,amides,amidine_groups,anilines,aryl_methyl_sites_for_hydroxylation,azide_groups,azo_groups,barbiturate_groups,benzene_rings,benzodiazepines_with_no_additional_fused_rings,Bicyclic,diazo_groups,dihydropyridines,epoxide_rings,esters,ether_oxygens_(including_phenoxy),furan_rings,guanidine_groups,halogens,hydrazine_groups,hydrazone_groups,imidazole_rings,imide_groups,isocyanates,isothiocyanates,ketones,"ketones_excluding_diaryl,_a,b-unsat._dienones,_heteroatom_on_Calpha",beta_lactams,cyclic_esters_(lactones),methoxy_groups_-OCH3,morpholine_rings,nitriles,nitro_groups,nitro_benzene_ring_substituents,non-ortho_nitro_benzene_ring_substituents,"nitroso_groups,_excluding_NO2",oxazole_rings,oxime_groups,para-hydroxylation_sites,phenols,phenolic_OH_excluding_ortho_intramolecular_Hbond_substituents,phosphoric_acid_groups,phosphoric_ester_groups,piperdine_rings,piperzine_rings,primary_amides,primary_sulfonamides,pyridine_rings,quarternary_nitrogens,thioether,sulfonamides,sulfone_groups,terminal_acetylenes,tetrazole_rings,thiazole_rings,thiocyanates,thiophene_rings,unbranched_alkanes_of_at_least_4_members_(excludes_halogenated_alkanes),urea_groups
1-Bromo-4-methylpentane,CC(C)CCCBr,C6H13Br,C626880,XZKFBZOAIGFZSU-UHFFFAOYSA-N,"InChI=1S/C6H13Br/c1-6(2)4-3-5-7/h6H,3-5H2,1-2H3",69385,49747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(4-Nitrophenyl)piperazine,C1CN(CCN1)C2=CC=C(C=C2)[N+](=O)[O-],C10H13N3O2,C6269892,VWOJSRICSKDKAW-UHFFFAOYSA-N,"InChI=1S/C10H13N3O2/c14-13(15)10-3-1-9(2-4-10)12-7-5-11-6-8-12/h1-4,11H,5-8H2",80447,59311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-(2,3-Epoxypropyl)morpholine",C1COCCN1CC2CO2,C7H13NO2,C6270195,KKWQCCPQBCHJBZ-UHFFFAOYSA-N,"InChI=1S/C7H13NO2/c1-3-9-4-2-8(1)5-7-6-10-7/h7H,1-6H2",97751,74006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Ethoxy-2-methylpropane,CCOCC(C)C,C6H14O,C627021,RQUBQBFVDOLUKC-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-4-7-5-6(2)3/h6H,4-5H2,1-3H3",69386,49748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Amino-2,4-dihydroxy-6-methylpyrimidine",CC1=C(C(=O)NC(=O)N1)N,C5H7N3O2,C6270468,FNSSATCDUXTALE-UHFFFAOYSA-N,"InChI=1S/C5H7N3O2/c1-2-3(6)4(9)8-5(10)7-2/h6H2,1H3,(H2,7,8,9,10)",80453,59317,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-(Ethoxymethyl)furan,CCOCC1=CC=CO1,C7H10O2,C6270560,BHGBNDNKYPEAAT-UHFFFAOYSA-N,"InChI=1S/C7H10O2/c1-2-8-6-7-4-3-5-9-7/h3-5H,2,6H2,1H3",80455,59319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propargyl acetate,CC(=O)OCC#C,C5H6O2,C627098,RIZZXCJMFIGMON-UHFFFAOYSA-N,"InChI=1S/C5H6O2/c1-3-4-7-5(2)6/h1H,4H2,2H3",69388,49750,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2-(Benzyloxy)phenol,C1=CC=C(C=C1)COC2=CC=CC=C2O,C13H12O2,C6272384,CCZCXFHJMKINPE-UHFFFAOYSA-N,"InChI=1S/C13H12O2/c14-12-8-4-5-9-13(12)15-10-11-6-2-1-3-7-11/h1-9,14H,10H2",80459,59322,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Buten-1-ol,C=CCCO,C4H8O,C627270,ZSPTYLOMNJNZNG-UHFFFAOYSA-N,"InChI=1S/C4H8O/c1-2-3-4-5/h2,5H,1,3-4H2",69389,49751,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Iodo-1-propanol,C(CO)CI,C3H7IO,C627327,CQVWOJSAGPFDQL-UHFFFAOYSA-N,"InChI=1S/C3H7IO/c4-2-1-3-5/h5H,1-3H2",69390,49752,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Allylmethylamine,CNCC=C,C4H9N,C627372,IOXXVNYDGIXMIP-UHFFFAOYSA-N,"InChI=1S/C4H9N/c1-3-4-5-2/h3,5H,1,4H2,2H3",69391,49753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allyl methyl ether,COCC=C,C4H8O,C627407,FASUFOTUSHAIHG-UHFFFAOYSA-N,"InChI=1S/C4H8O/c1-3-4-5-2/h3H,1,4H2,2H3",69392,49754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dihydro-4-methyl-2H-1,5-benzodiazepin-2-one",CC1=NC2=CC=CC=C2NC(=O)C1,C10H10N2O,C6276488,AFHSLLLKMSITIA-UHFFFAOYSA-N,"InChI=1S/C10H10N2O/c1-7-6-10(13)12-9-5-3-2-4-8(9)11-7/h2-5H,6H2,1H3,(H,12,13)",80469,59329,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"p-Benzoquinone, (p-ethoxyphenyl)-",CCOC1=CC=C(C=C1)C2=CC(=O)C=CC2=O,C14H12O3,C6276626,UWAFVPYNCBNXAU-UHFFFAOYSA-N,"InChI=1S/C14H12O3/c1-2-17-12-6-3-10(4-7-12)13-9-11(15)5-8-14(13)16/h3-9H,2H2,1H3",95786,72328,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-(4-Methoxy-3-nitrophenyl)ethanone,CC(=O)C1=CC(=C(C=C1)OC)[N+](=O)[O-],C9H9NO4,C6277389,VXLKYQQBEPCMJE-UHFFFAOYSA-N,"InChI=1S/C9H9NO4/c1-6(11)7-3-4-9(14-2)8(5-7)10(12)13/h3-5H,1-2H3",80470,59330,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diethyl 2-methylbenzylphosphonate,CCOP(=O)(CC1=CC=CC=C1C)OCC,C12H19O3P,C62778169,SAVIMLRIKAZZCZ-UHFFFAOYSA-N,"InChI=1S/C12H19O3P/c1-4-14-16(13,15-5-2)10-12-9-7-6-8-11(12)3/h6-9H,4-5,10H2,1-3H3",112945,86006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Isothiocyanato-3-methylbutane,CC(C)CCN=C=S,C6H11NS,C628035,JATNWMBUDXLMEO-UHFFFAOYSA-N,"InChI=1S/C6H11NS/c1-6(2)3-4-7-5-8/h6H,3-4H2,1-2H3",79086,58122,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Chlorovaleronitrile,C(CCCl)CC#N,C5H8ClN,C6280871,JSAWFGSXRPCFSW-UHFFFAOYSA-N,InChI=1S/C5H8ClN/c6-4-2-1-3-5-7/h1-4H2,80474,59334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4-Chloro-2-nitrobenzoic acid,C1=CC(=C(C=C1Cl)[N+](=O)[O-])C(=O)O,C7H4ClNO4,C6280882,JAHIPDTWWVYVRV-UHFFFAOYSA-N,"InChI=1S/C7H4ClNO4/c8-4-1-2-5(7(10)11)6(3-4)9(12)13/h1-3H,(H,10,11)",80475,59335,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dibutyl malate,CCCCOC(=O)CC(C(=O)OCCCC)O,C12H22O5,C6280995,PDSCSYLDRHAHOX-UHFFFAOYSA-N,"InChI=1S/C12H22O5/c1-3-5-7-16-11(14)9-10(13)12(15)17-8-6-4-2/h10,13H,3-9H2,1-2H3",95385,71960,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1,5-Hexadiyne",C#CCCC#C,C6H6,C628160,YFIBSNDOVCWPBL-UHFFFAOYSA-N,"InChI=1S/C6H6/c1-3-5-6-4-2/h1-2H,5-6H2",69402,49763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
N-(Hydroxymethyl)benzamide,C1=CC=C(C=C1)C(=O)NCO,C8H9NO2,C6282026,UOUBPDZUBVJZOQ-UHFFFAOYSA-N,"InChI=1S/C8H9NO2/c10-6-9-8(11)7-4-2-1-3-5-7/h1-5,10H,6H2,(H,9,11)",80493,59344,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Propyl isothiocyanate,CCCN=C=S,C4H7NS,C628308,KKASGUHLXWAKEZ-UHFFFAOYSA-N,"InChI=1S/C4H7NS/c1-2-3-5-4-6/h2-3H2,1H3",69403,49764,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N-Butyldodecanamide,CCCCCCCCCCCC(=O)NCCCC,C16H33NO,C6284088,NTHVNXBUGUHNAH-UHFFFAOYSA-N,"InChI=1S/C16H33NO/c1-3-5-7-8-9-10-11-12-13-14-16(18)17-15-6-4-2/h3-15H2,1-2H3,(H,17,18)",94896,71519,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2-Octanol, 2-methyl-",CCCCCCC(C)(C)O,C9H20O,C628444,KBCNUEXDHWDIFX-UHFFFAOYSA-N,"InChI=1S/C9H20O/c1-4-5-6-7-8-9(2,3)10/h10H,4-8H2,1-3H3",69406,49767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1,3-Diacetoxypropane",CC(=O)OCCCOC(=O)C,C7H12O4,C628660,DSVGICPKBRQDDX-UHFFFAOYSA-N,"InChI=1S/C7H12O4/c1-6(8)10-4-3-5-11-7(2)9/h3-5H2,1-2H3",69409,49770,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1,4-Diacetoxybutane",CC(=O)OCCCCOC(=O)C,C8H14O4,C628671,XUKSWKGOQKREON-UHFFFAOYSA-N,"InChI=1S/C8H14O4/c1-7(9)11-5-3-4-6-12-8(2)10/h3-6H2,1-2H3",69410,49771,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Diethylene glycol diacetate,CC(=O)OCCOCCOC(=O)C,C8H14O5,C628682,UBPGILLNMDGSDS-UHFFFAOYSA-N,"InChI=1S/C8H14O5/c1-7(9)12-5-3-11-4-6-13-8(2)10/h3-6H2,1-2H3",69411,49772,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2,4-Dimethylpiperidine",CC1CCNC(C1)C,C7H15N,C6287190,QOZOFODNIBQPGN-UHFFFAOYSA-N,"InChI=1S/C7H15N/c1-6-3-4-8-7(2)5-6/h6-8H,3-5H2,1-2H3",95423,71997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iminodiacetonitrile,C(C#N)NCC#N,C4H5N3,C628875,BSRDNMMLQYNQQD-UHFFFAOYSA-N,"InChI=1S/C4H5N3/c5-1-3-7-4-2-6/h7H,3-4H2",69413,49774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6-(Propylthio)purine,CCCSC1=NC=NC2=C1NC=N2,C8H10N4S,C6288933,BNLUVMLJJNTHSU-UHFFFAOYSA-N,"InChI=1S/C8H10N4S/c1-2-3-13-8-6-7(10-4-9-6)11-5-12-8/h4-5H,2-3H2,1H3,(H,9,10,11,12)",94972,71587,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ethyl 2,4-dimethyl-1,3-dioxolane-2-acetate",CCOC(=O)CC1(OCC(O1)C)C,C9H16O4,C6290171,GSIXJEIRJVOUFB-UHFFFAOYSA-N,"InChI=1S/C9H16O4/c1-4-11-8(10)5-9(3)12-6-7(2)13-9/h7H,4-6H2,1-3H3",95392,71967,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Morpholinophenol,C1COCCN1C2=CC=C(C=C2)O,C10H13NO2,C6291232,GPPRMDWJKBFBMZ-UHFFFAOYSA-N,"InChI=1S/C10H13NO2/c12-10-3-1-9(2-4-10)11-5-7-13-8-6-11/h1-4,12H,5-8H2",80510,59359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1-Isothiocyanatopentane,CCCCCN=C=S,C6H11NS,C629129,SGHJUJBYMSVAJY-UHFFFAOYSA-N,"InChI=1S/C6H11NS/c1-2-3-4-5-7-6-8/h2-5H2,1H3",69415,49776,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ethylene dithiocyanate,C(CSC#N)SC#N,C4H4N2S2,C629174,LILPOSVDSDEBCD-UHFFFAOYSA-N,InChI=1S/C4H4N2S2/c5-3-7-1-2-8-4-6/h1-2H2,69416,49777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"N-Methyl-1,3-propanediamine",CNCCCN,C4H12N2,C6291845,QHJABUZHRJTCAR-UHFFFAOYSA-N,"InChI=1S/C4H12N2/c1-6-4-2-3-5/h6H,2-5H2,1H3",80511,59360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3-Tetradecanone,CCCCCCCCCCCC(=O)CC,C14H28O,C629232,OCHYRSKMMMYUMI-UHFFFAOYSA-N,"InChI=1S/C14H28O/c1-3-5-6-7-8-9-10-11-12-13-14(15)4-2/h3-13H2,1-2H3",69418,49779,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4-[2-(4-Cyanophenyl)ethenyl]benzonitrile,C1=CC(=CC=C1C=CC2=CC=C(C=C2)C#N)C#N,C16H10N2,C6292622,RNIZPDIBRXCMRD-UHFFFAOYSA-N,InChI=1S/C16H10N2/c17-11-15-7-3-13(4-8-15)1-2-14-5-9-16(12-18)10-6-14/h1-10H,95437,72011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tenamfetamine hydrochloride,CC(CC1=CC2=C(C=C1)OCO2)N.Cl,C10H14ClNO2,C6292917,XLAOKZDOZHZWBK-UHFFFAOYSA-N,"InChI=1S/C10H13NO2.ClH/c1-7(11)4-8-2-3-9-10(5-8)13-6-12-9;/h2-3,5,7H,4,6,11H2,1H3;1H",110823,84385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heptanal oxime,CCCCCCC=NO,C7H15NO,C629312,BNYNJIKGRPHFAM-UHFFFAOYSA-N,"InChI=1S/C7H15NO/c1-2-3-4-5-6-7-8-9/h7,9H,2-6H2,1H3",69419,49780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1-Bromo-6-chlorohexane,C(CCCBr)CCCl,C6H12BrCl,C6294173,JTYUIAOHIYZBPB-UHFFFAOYSA-N,InChI=1S/C6H12BrCl/c7-5-3-1-2-4-6-8/h1-6H2,80516,59365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Butyl glyoxylate,CCCCOC(=O)C=O,C6H10O3,C6295063,NRYDRJHYTRBBEA-UHFFFAOYSA-N,"InChI=1S/C6H10O3/c1-2-3-4-9-6(8)5-7/h5H,2-4H2,1H3",80521,59370,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tetradecanenitrile,CCCCCCCCCCCCCC#N,C14H27N,C629630,MLRCLPRHEOPXLL-UHFFFAOYSA-N,"InChI=1S/C14H27N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h2-13H2,1H3",64678,45597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
